test_th=-5
 ,Sn,Sp,precision,acc,f1_score,auc,fpr
 ,Sn,Sp,precision,acc,f1_score,auc,fpr
1,1.0,0.9986270022883296,0.9986654804270463,0.9993227990970655,0.9993322946806144,0.9997217309760312,0.0013729977116704317
3,0.12594093804284887,0.9863636363636363,0.90625,0.5463429079064258,0.22114895780376206,0.795576626133951,0.013636363636363669
5,0.5870967741935483,0.9400793650793651,0.9003957783641161,0.7706914344685243,0.7107524082270241,0.915430960914832,0.05992063492063493
6,0.4705578512396694,0.5068681318681318,0.4582494969818913,0.48980582524271843,0.464322120285423,0.4860390556413283,0.49313186813186816
8,0.9498886414253898,0.9788888888888889,0.9782110091743119,0.96440489432703,0.9638418079096045,0.9938431081415491,0.02111111111111108
10,0.8671105964099595,0.9184615384615384,0.9040144883791126,0.8943432145771009,0.8851780700458106,0.9576461330601458,0.08153846153846156
13,0.8911827956989248,0.9904761904761905,0.9904397705544933,0.9383050847457627,0.9381933438985737,0.9955430619559652,0.00952380952380949
14,0.10838901262063845,0.5066666666666667,0.28294573643410853,0.2508345255126371,0.15673644659151906,0.2254313288789903,0.4933333333333333
16,0.6102449888641426,0.5288888888888889,0.5637860082304527,0.5695216907675195,0.5860962566844921,0.5944691907943578,0.47111111111111115
18,0.9279108370879773,0.9880555555555556,0.9891304347826086,0.9556095688883204,0.9575431298176925,0.996509630332253,0.011944444444444424
20,0.9094144289873827,0.9747642817526345,0.9686423156443832,0.9446020606241601,0.938094443517437,0.9893513865689542,0.02523571824736548
23,0.9839643652561247,0.895644674428633,0.9012647898816809,0.9390885188431201,0.9408006814310051,0.9885525882345031,0.10435532557136695
 
 
 
test_th=-4
 ,Sn,Sp,precision,acc,f1_score,auc,fpr
1,0.9991091314031181,1.0,1.0,0.999548532731377,0.9995543672014261,1.0,0.0
3,0.9997104806022004,0.9533333333333334,0.9573052398114776,0.9770506366597572,0.9780484350658547,0.9986599638539418,0.046666666666666634
5,0.7354838709677419,0.9515873015873015,0.9334061135371179,0.8478844169246647,0.8227086841472214,0.957563577402287,0.04841269841269846
6,0.7179752066115702,0.6231684981684982,0.6281066425666516,0.6677184466019418,0.6700409737286093,0.7624702475554748,0.3768315018315018
8,0.910913140311804,0.9922222222222222,0.9915151515151515,0.9516129032258065,0.9495066744051073,0.996194011383321,0.007777777777777772
10,0.46931094383323685,0.7356410256410256,0.611236802413273,0.610552080500408,0.5309531608254177,0.6322063605184625,0.2643589743589744
13,0.7286021505376344,0.5819047619047619,0.6586314152410575,0.6589830508474577,0.6918521543802327,0.7058034818228367,0.4180952380952381
14,0.8678544914625093,0.772,0.8723880597014926,0.8335717691940868,0.8701153703014515,0.9023172482058895,0.22799999999999998
16,0.7928730512249443,0.54,0.6323268206039077,0.6662958843159066,0.7035573122529645,0.7404701806483545,0.45999999999999996
18,0.8280768318709983,0.995,0.9948717948717949,0.9049507483689395,0.9038436650705318,0.9948927621004927,0.0050000000000000044
20,0.9731478485926884,0.8591236827509706,0.8555176336746303,0.911751530536061,0.9105494172846981,0.9792393711691916,0.14087631724902938
23,0.7322939866369711,0.9344545062526951,0.9153674832962138,0.8350131463628396,0.8136599851521901,0.9419686889844809,0.0655454937473049
 
 
 
test_th=-3
 ,Sn,Sp,precision,acc,f1_score,auc,fpr
1,1.0,0.9990846681922196,0.9991099243435692,0.999548532731377,0.9995547640249333,0.9999997961399092,0.0009153318077803618
3,1.0,0.8321212121212122,0.8617764471057884,0.9179745336097128,0.9257571696596087,0.9989060992086469,0.16787878787878785
5,0.9608602150537634,0.9817460317460317,0.9798245614035088,0.9717234262125903,0.9702497285559175,0.9968815497525175,0.0182539682539683
6,0.6224173553719008,0.9514652014652014,0.9191456903127384,0.7968446601941748,0.7422235910070835,0.928986969469924,0.048534798534798584
8,0.9910913140311804,0.9922222222222222,0.992196209587514,0.9916573971078977,0.9916434540389972,0.999561989606533,0.007777777777777772
10,0.7892298784018529,0.9558974358974359,0.9406487232574189,0.8776176230622791,0.8583123425692695,0.9660032960669904,0.04410256410256408
13,0.9974193548387097,0.9985714285714286,0.9987080103359173,0.9979661016949153,0.9980632666236281,0.9999832053251407,0.0014285714285714457
14,0.9420935412026726,0.9866666666666667,0.9921813917122753,0.9580352885073915,0.9664889565879665,0.9963672358327147,0.013333333333333308
16,0.5200445434298441,0.9755555555555555,0.9550102249488752,0.7480533926585095,0.6733958183129054,0.9542155407077456,0.02444444444444449
18,0.8541617263457434,0.6077777777777778,0.7183885121659354,0.7406933606242804,0.7804138229877585,0.9049392011171713,0.39222222222222225
20,0.9928825622775801,0.9986134220743206,0.998373454782043,0.9959683440346424,0.9956204379562045,0.9999344167930332,0.001386577925679422
23,0.999554565701559,0.9085812850366537,0.9136807817589576,0.953330411919369,0.9546904913848118,0.9998820626738927,0.0914187149633463
 
 
 
test_th=-2
 ,Sn,Sp,precision,acc,f1_score,auc,fpr
1,0.9977728285077951,0.9995423340961098,0.999553770638108,0.9986455981941309,0.9986625055728935,0.9999981652591826,0.0004576659038901809
3,0.8034163288940359,0.9975757575757576,0.9971254042400287,0.8982824992596979,0.8898508898508899,0.997294923759892,0.00242424242424244
5,0.9883870967741936,0.9781746031746031,0.976625584360391,0.9830753353973168,0.9824711415134674,0.998552483358935,0.02182539682539686
6,0.48088842975206614,0.8754578754578755,0.7738985868661679,0.6900485436893203,0.5931825422108952,0.8453449959131777,0.12454212454212454
8,0.9510022271714922,0.9933333333333333,0.9930232558139535,0.9721913236929922,0.9715585893060295,0.9979485275921801,0.00666666666666671
10,0.9759698899826288,0.9941025641025641,0.993223335297584,0.9855860756051129,0.9845210280373831,0.999334625035262,0.005897435897435854
13,0.16301075268817206,1.0,1.0,0.560225988700565,0.28032544378698226,0.9993407066052227,0.0
14,0.8990348923533779,1.0,1.0,0.9351454458750597,0.9468334636434715,0.9994674585498639,0.0
16,0.0066815144766146995,0.91,0.06896551724137931,0.4588431590656285,0.012182741116751269,0.5105518436030685,0.08999999999999997
18,0.9954944273179985,0.9966666666666667,0.9971496437054632,0.9960342842522707,0.9963213480479411,0.9997378995072853,0.0033333333333332993
20,1.0,1.0,1.0,1.0,1.0,1.0,0.0
23,0.9955456570155902,0.9887882708063821,0.988500663423264,0.9921121822962313,0.992010652463382,0.9996417701739574,0.011211729193617903
 
 
 
test_th=-1
 ,Sn,Sp,precision,acc,f1_score,auc,fpr
1,1.0,0.9148741418764302,0.9234882764294529,0.9580135440180587,0.9602224123182206,0.9999995922798183,0.08512585812356976
3,0.9973943254198031,0.9884848484848485,0.9890898650588573,0.9930411607936038,0.9932247369179762,0.9997422400028074,0.011515151515151478
5,0.9944086021505376,0.996031746031746,0.9956933677863911,0.9952528379772961,0.995050570260383,0.9999235364396655,0.003968253968253954
6,0.4121900826446281,0.8626373626373627,0.726775956284153,0.6509708737864077,0.5260382333553065,0.6791130271243908,0.13736263736263732
8,0.9955456570155902,0.9477777777777778,0.9500531349628055,0.9716351501668521,0.9722675367047308,0.991073991586241,0.05222222222222217
10,0.7495657209033005,0.9956410256410256,0.9934765924788949,0.8800652706010335,0.8544554455445545,0.9912481255474885,0.004358974358974366
13,0.88,0.8828571428571429,0.8926701570680629,0.8813559322033898,0.8862897985705004,0.9623467485919098,0.1171428571428571
14,0.9896065330363771,1.0,1.0,0.9933237958989032,0.9947761194029852,1.0,0.0
16,0.8463251670378619,0.7,0.7378640776699029,0.7730812013348165,0.7883817427385892,0.8618250433061123,0.30000000000000004
18,0.9992885937870524,0.9952777777777778,0.9959820373434176,0.9974414737111423,0.9976325757575757,0.9999679208494717,0.004722222222222183
20,0.999029440310579,0.9961175818080976,0.9954867827208252,0.9974615499477378,0.9972549652833844,0.9999760455317919,0.0038824181919023815
23,1.0,0.9969814575247952,0.9968916518650088,0.9984662576687117,0.9984434067155882,0.9999976950359718,0.003018542475204833
 
 
 
 ,Sn,Sp,precision,acc,f1_score,auc,fpr
1,0.9858733693923004,0.9811049362536777,0.982448384474355,0.9835214446952596,0.9838707765643744,0.9988505494393484,0.018895063746322327
3,0.8648909476934955,0.9406565656565656,0.9376907816701716,0.9019099792715428,0.8934080845536957,0.9701217297468022,0.059343434343434344
5,0.8590967741935485,0.8584126984126984,0.8518587679117002,0.8587409700722393,0.8505932170848537,0.9462485407066052,0.14158730158730157
6,0.7186065197428833,0.710978835978836,0.7117211251111641,0.7145631067961165,0.7012609790337478,0.799209011211852,0.289021164021164
8,0.8516703786191536,0.7839112343966714,0.8468153489576482,0.8214947498455837,0.8437704917376049,0.9005001096596226,0.2160887656033287
9,0.9456450403150197,0.907855565158936,0.9156558813457277,0.9269770861995351,0.9295289186037166,0.9814058778954583,0.09214443484106405
10,0.8330438139355337,0.8625641025641025,0.8528130094328924,0.8486991206599583,0.8375072498479734,0.9339418499052257,0.13743589743589743
13,0.9245878136200717,0.9056349206349207,0.9218744675060946,0.915593220338983,0.9208379231426753,0.9668772486772488,0.09436507936507937
14,0.4097995545657016,0.8242222222222222,0.8168918008209943,0.5580193927833412,0.5301368642933598,0.7120427286975172,0.17577777777777773
16,0.695063103192279,0.5611111111111111,0.6343329368743729,0.6280126065999259,0.6541266946301049,0.6771743792790564,0.43888888888888894
17,0.730883444691908,0.9523333333333334,0.8221718892350117,0.9013169146570892,0.7717326581187399,0.9547048997772828,0.04766666666666667
18,0.802387163070113,0.9204629629629629,0.919942990164481,0.8567651699287876,0.8535389838558598,0.9465635511905076,0.07953703703703703
19,0.952438750280962,0.9744,0.9736244901979991,0.9634819532908705,0.9624631868682533,0.9952405184685696,0.025599999999999994
20,0.9966353930766744,0.8975596228508043,0.8975253599633106,0.9432880394206361,0.9432982224146633,0.9972736944231666,0.10244037714919578
21,0.8133071025020178,0.8033333333333333,0.8105912364751193,0.8083232384413486,0.8104832097623691,0.8951865252606777,0.19666666666666666
23,0.9652561247216035,0.8542475204829667,0.8691817072058416,0.908851884312007,0.9139552068540324,0.9727869416104591,0.14575247951703324
 
 
 
