,u_p_x,u_p_y,u_i_x,u_i_y,r_p_x,r_p_y,r_i_x,r_i_y
41,0.27071613073349,0.6901358962059021,0.7960904240608215,0.37319493293762207,0.151309996843338,0.411032110452652,0.8089940547943115,0.3023090362548828
42,0.868506133556366,0.47592657804489136,0.8313030004501343,0.38319772481918335,0.9063288569450378,0.3815787434577942,0.8682765960693359,0.40702879428863525
43,0.912390947341919,0.3138737678527832,0.9579839706420898,0.3921472132205963,0.8925038576126099,0.44619661569595337,0.8543587327003479,0.3766934871673584
44,0.8103366494178772,0.46290454268455505,0.8528496623039246,0.4125267267227173,0.7563451528549194,0.3847667872905731,0.8748395442962646,0.42071816325187683
45,0.8311015963554382,0.30971643328666687,0.8440324068069458,0.38570988178253174,0.8687230348587036,0.399011492729187,0.7764468193054199,0.3394871950149536
46,0.8359869718551636,0.3551010489463806,0.8716602325439453,0.38248899579048157,0.9285633563995361,0.29528626799583435,0.9332718849182129,0.3481353521347046
47,0.7674818634986877,0.28484752774238586,0.899557888507843,0.38322192430496216,0.8500445485115051,0.422322541475296,0.8162660002708435,0.38882073760032654
48,0.8237505555152893,0.3725394010543823,0.8266655802726746,0.33159568905830383,0.8463957905769348,0.26995688676834106,0.8625168204307556,0.3313921093940735
49,0.9054291248321533,0.2996518909931183,0.8822126984596252,0.32686495780944824,0.7936622500419617,0.359966903924942,0.8544625043869019,0.38695257902145386
50,0.8055980801582336,0.37429502606391907,0.8157176971435547,0.3426663875579834,0.8793944120407104,0.4137454032897949,0.8735337257385254,0.4044555723667145
51,0.9449601769447327,0.2521096467971802,0.770190954208374,0.4006568491458893,0.8652738332748413,0.3391474485397339,0.8538534045219421,0.34805160760879517
52,0.7581121325492859,0.39377838373184204,0.847188413143158,0.368253231048584,0.8243623375892639,0.41602110862731934,0.7691771388053894,0.24692021310329437
53,0.7687811851501465,0.28635337948799133,0.8780390024185181,0.3659781515598297,0.7273267507553101,0.3463519215583801,0.9215514659881592,0.44096291065216064
54,0.9643572568893433,0.2595628798007965,0.8391537070274353,0.4502775967121124,0.8144195675849915,0.3524865508079529,0.9583338499069214,0.25635766983032227
55,0.9019440412521362,0.23114612698554993,0.8330669403076172,0.34343376755714417,0.8365322351455688,0.36283302307128906,0.780933141708374,0.3866778314113617
56,0.8187546133995056,0.221136212348938,0.8895369172096252,0.3866123557090759,0.8199166655540466,0.41317906975746155,0.9052991271018982,0.39205917716026306
57,0.8187159895896912,0.2210547924041748,0.8737659454345703,0.38098180294036865,0.7749019265174866,0.3624795377254486,0.9305664300918579,0.43132123351097107
58,0.9024724364280701,0.2309263050556183,0.8502280712127686,0.36564022302627563,0.7803335785865784,0.3773023188114166,0.8979300260543823,0.23330853879451752
59,0.8178555965423584,0.40925508737564087,0.8975417613983154,0.38943079113960266,0.9243314862251282,0.2964929938316345,0.8018453121185303,0.41411247849464417
60,0.8792739510536194,0.333590567111969,0.8846336603164673,0.3249387741088867,0.45963191986083984,0.8326106667518616,0.8169577717781067,0.3675904870033264
61,0.7771283984184265,0.3173179626464844,0.8541671633720398,0.3640911877155304,0.8423798680305481,0.35737085342407227,0.16225756704807281,0.8074156045913696
62,0.9407854676246643,0.3264996409416199,0.8378673791885376,0.4165859818458557,0.8740161657333374,0.4380360245704651,0.9046922326087952,0.3244486153125763
63,0.9531448483467102,0.38208523392677307,0.7763208746910095,0.31606030464172363,0.1865578144788742,0.56093829870224,0.8666975498199463,0.3043351471424103
64,0.8765632510185242,0.3443949520587921,0.8467550873756409,0.3112024962902069,0.35455724596977234,0.9590474367141724,0.863298773765564,0.4010446071624756
65,0.8280602693557739,0.355345755815506,0.8648254871368408,0.34043851494789124,0.8558468818664551,0.36363551020622253,0.8061435222625732,0.42674121260643005
66,0.848522424697876,0.26944586634635925,0.8071318864822388,0.3859098255634308,0.8021743297576904,0.3231669068336487,0.8091455101966858,0.3097485303878784
67,0.8987028002738953,0.41963517665863037,0.8228186964988708,0.3059577941894531,0.8213527798652649,0.3118152618408203,0.7756774425506592,0.3496227562427521
68,0.7408950328826904,0.30974072217941284,0.7851743698120117,0.423517644405365,0.8402918577194214,0.35440772771835327,0.813528835773468,0.3781157433986664
69,0.8187376260757446,0.22105342149734497,0.8780550360679626,0.395597904920578,0.6682410836219788,1.0,0.8781679272651672,0.4479850232601166
70,0.8582292199134827,0.3861384391784668,0.8742260932922363,0.3015297055244446,0.7942303419113159,0.3384853005409241,0.8710778951644897,0.3659898042678833
71,0.8849456310272217,0.3938896954059601,0.9315041303634644,0.36283379793167114,0.8159970641136169,0.3619789183139801,0.8108915090560913,0.40426531434059143
72,0.8487845659255981,0.38823291659355164,0.8403554558753967,0.3658532202243805,0.7817246913909912,0.36229532957077026,0.9030980467796326,0.36420708894729614
73,0.9999881982803345,0.3194141089916229,0.8543685078620911,0.3578982353210449,0.7937474846839905,0.3915087580680847,0.867081344127655,0.36111921072006226
74,0.8456337451934814,0.3621693551540375,0.8246030807495117,0.3983093798160553,0.8348503708839417,0.35992327332496643,0.8225795030593872,0.3972042500972748
75,0.0,0.0,0.0,0.0,0.8765051364898682,0.3704909682273865,0.9347267746925354,0.3383680582046509
76,0.0,0.0,0.0,0.0,0.9144538044929504,0.4042867124080658,0.8514665961265564,0.3708030879497528
77,0.0,0.0,0.0,0.0,0.8906675577163696,0.3374099135398865,0.8146793246269226,0.3386501967906952
78,0.0,0.0,0.0,0.0,0.87728351354599,0.40797504782676697,0.8314120173454285,0.42052140831947327
79,0.0,0.0,0.0,0.0,0.8200840353965759,0.3757726848125458,0.8054273724555969,0.357156902551651
80,0.0,0.0,0.0,0.0,0.8244221210479736,0.33786740899086,0.924824595451355,0.40779387950897217
81,0.0,0.0,0.0,0.0,0.7876111268997192,0.40777984261512756,0.8104101419448853,0.3466862142086029
82,0.0,0.0,0.0,0.0,0.0962236076593399,0.12228954583406448,0.9095779657363892,0.30438071489334106
83,0.0,0.0,0.0,0.0,0.8984152674674988,0.3561382591724396,0.8123148679733276,0.3542279899120331
84,0.0,0.0,0.0,0.0,0.920823872089386,0.3155495226383209,0.7843591570854187,0.33838266134262085
85,0.0,0.0,0.0,0.0,0.8092736005783081,0.46594002842903137,0.8196803331375122,0.42638424038887024
86,0.0,0.0,0.0,0.0,0.9214019775390625,0.38331058621406555,0.8534038662910461,0.3652516305446625
87,0.0,0.0,0.0,0.0,0.8676891922950745,0.29300156235694885,0.9428390860557556,0.368150532245636
88,0.0,0.0,0.0,0.0,0.8309648633003235,0.33218204975128174,0.8663464188575745,0.42283883690834045
89,0.0,0.0,0.0,0.0,0.8101645708084106,0.3777829110622406,0.9195147752761841,0.3352586030960083
90,0.0,0.0,0.0,0.0,0.7968956828117371,0.402817964553833,0.7980642914772034,0.3430991470813751
91,0.0,0.0,0.0,0.0,0.851966381072998,0.362665057182312,0.8653333783149719,0.43426576256752014
92,0.0,0.0,0.0,0.0,0.5278520584106445,0.9507191181182861,0.8955522775650024,0.35234448313713074
93,0.0,0.0,0.0,0.0,0.8491630554199219,0.2691156268119812,0.9920133948326111,0.3748098611831665
94,0.0,0.0,0.0,0.0,0.747951090335846,0.3785400688648224,0.7480811476707458,0.3252018988132477
95,0.0,0.0,0.0,0.0,0.7232716083526611,0.3868408799171448,0.8556013703346252,0.36081379652023315
96,0.0,0.0,0.0,0.0,0.8931602239608765,0.4015088379383087,0.7265061140060425,0.38640525937080383
97,0.0,0.0,0.0,0.0,0.7981371879577637,0.3392404317855835,0.7569311261177063,0.4221637547016144
98,0.0,0.0,0.0,0.0,0.8475750684738159,0.3426327109336853,0.7980874180793762,0.3549119234085083
99,0.0,0.0,0.0,0.0,0.7649807929992676,0.3242064416408539,0.9410271644592285,0.3894643485546112
100,0.0,0.0,0.0,0.0,0.853805661201477,0.35334840416908264,0.90410315990448,0.394986093044281
101,0.0,0.0,0.0,0.0,0.7786595821380615,0.40053170919418335,0.0024001735728234053,0.4324289858341217
102,0.0,0.0,0.0,0.0,0.8903288245201111,0.2955781817436218,0.8505103588104248,0.3645099699497223
103,0.0,0.0,0.0,0.0,0.9600217938423157,0.3550739288330078,0.8662036657333374,0.3124206066131592
104,0.0,0.0,0.0,0.0,0.868171751499176,0.4751858711242676,0.8509032726287842,0.36054033041000366
105,0.0,0.0,0.0,0.0,0.9043899774551392,0.26869556307792664,0.8908868432044983,0.41253501176834106
106,0.0,0.0,0.0,0.0,0.8543694019317627,0.36194345355033875,0.9550784230232239,0.3541928827762604
107,0.0,0.0,0.0,0.0,0.7863596677780151,0.43760716915130615,0.8148061633110046,0.3268325924873352
108,0.0,0.0,0.0,0.0,0.88895583152771,0.34482792019844055,0.8313533067703247,0.3735521137714386
109,0.0,0.0,0.0,0.0,0.9026978015899658,0.27049827575683594,0.8037378787994385,0.2856212258338928
110,0.0,0.0,0.0,0.0,0.938358724117279,0.4048607051372528,0.8510041236877441,0.36329010128974915
111,0.0,0.0,0.0,0.0,0.85710209608078,0.36584991216659546,0.8490933775901794,0.27382421493530273
112,0.0,0.0,0.0,0.0,0.842206597328186,0.30135101079940796,0.9251917600631714,0.3597012758255005
113,0.0,0.0,0.0,0.0,0.8501611351966858,0.3616255223751068,0.9015702605247498,0.347284734249115
114,0.0,0.0,0.0,0.0,0.9037011861801147,0.44626709818840027,0.8527311682701111,0.3518529236316681
115,0.0,0.0,0.0,0.0,0.8347623348236084,0.3561045229434967,0.8843550086021423,0.2718144655227661
116,0.0,0.0,0.0,0.0,0.7623968124389648,0.350078284740448,0.8635459542274475,0.33044373989105225
117,0.0,0.0,0.0,0.0,0.8579459190368652,0.36746901273727417,0.846534013748169,0.3590734601020813
118,0.0,0.0,0.0,0.0,0.8525349497795105,0.3600752651691437,0.8439290523529053,0.38687410950660706
119,0.0,0.0,0.0,0.0,0.8379217386245728,0.30179551243782043,0.9363316893577576,0.3169070780277252
120,0.0,0.0,0.0,0.0,0.9186868071556091,0.3469576835632324,0.8959004878997803,0.30180954933166504
121,0.0,0.0,0.0,0.0,0.8496300578117371,0.3878561854362488,0.9050798416137695,0.30815064907073975
122,0.0,0.0,0.0,0.0,0.8531774878501892,0.3681079149246216,0.8589613437652588,0.386184960603714
123,0.0,0.0,0.0,0.0,0.8720526099205017,0.30104637145996094,0.8492859601974487,0.3583327829837799
124,0.0,0.0,0.0,0.0,0.8385022282600403,0.35581105947494507,0.759107232093811,0.3692057430744171
125,0.0,0.0,0.0,0.0,0.8326054215431213,0.3188224732875824,0.8540636897087097,0.32592394948005676
126,0.0,0.0,0.0,0.0,0.8638935089111328,0.35106101632118225,0.7902066707611084,0.433442622423172
127,0.0,0.0,0.0,0.0,0.8297237753868103,0.3460419774055481,0.8409697413444519,0.3703644275665283
128,0.0,0.0,0.0,0.0,0.8928651213645935,0.36017757654190063,0.8533727526664734,0.36295977234840393
129,0.0,0.0,0.0,0.0,0.7903462648391724,0.34949928522109985,0.8379824757575989,0.3863849341869354
130,0.0,0.0,0.0,0.0,0.8748511075973511,0.37944111227989197,0.889269232749939,0.36913758516311646
131,0.0,0.0,0.0,0.0,0.909894585609436,0.3578314483165741,0.8198059797286987,0.3217639923095703
132,0.0,0.0,0.0,0.0,0.9093682765960693,0.3382919430732727,0.8520298004150391,0.4055619239807129
133,0.0,0.0,0.0,0.0,0.8966571092605591,0.36791542172431946,0.8446009755134583,0.3322608470916748
134,0.0,0.0,0.0,0.0,0.7795494794845581,0.3419593572616577,0.8787830471992493,0.31693604588508606
135,0.0,0.0,0.0,0.0,0.8603413701057434,0.3150464594364166,0.8898939490318298,0.4169600009918213
136,0.0,0.0,0.0,0.0,0.8883742094039917,0.35652023553848267,0.8457980155944824,0.405213326215744
137,0.0,0.0,0.0,0.0,0.8496502041816711,0.3446725308895111,0.7831441760063171,0.3640981912612915
138,0.0,0.0,0.0,0.0,0.836841881275177,0.33723220229148865,0.9088841676712036,0.3728773593902588
139,0.0,0.0,0.0,0.0,0.8496805429458618,0.4012949466705322,0.8552847504615784,0.39650043845176697
140,0.0,0.0,0.0,0.0,0.9346719980239868,0.3329273760318756,0.810425877571106,0.43683597445487976
141,0.0,0.0,0.0,0.0,0.7298011779785156,0.34703367948532104,0.8548375964164734,0.27970632910728455
142,0.0,0.0,0.0,0.0,0.8530243039131165,0.3616206645965576,0.8453125357627869,0.3794422745704651
143,0.0,0.0,0.0,0.0,0.8892145156860352,0.39992043375968933,0.8123248219490051,0.3297300636768341
144,0.0,0.0,0.0,0.0,0.872317373752594,0.3109076917171478,0.8250615000724792,0.38480523228645325
145,0.0,0.0,0.0,0.0,0.8022651672363281,0.3287999629974365,0.8444969654083252,0.32850387692451477
146,0.0,0.0,0.0,0.0,0.8299872875213623,0.28212103247642517,0.8291361331939697,0.3713001310825348
147,0.0,0.0,0.0,0.0,0.7989971041679382,0.36641204357147217,0.879409909248352,0.354000061750412
148,0.0,0.0,0.0,0.0,0.8589491248130798,0.41856080293655396,0.9558079838752747,0.31400829553604126
149,0.0,0.0,0.0,0.0,0.7976490259170532,0.27600130438804626,0.7961911559104919,0.3089992105960846
150,0.0,0.0,0.0,0.0,0.8629291653633118,0.3503589928150177,0.8418353796005249,0.43272823095321655
151,0.0,0.0,0.0,0.0,0.8584373593330383,0.3842870891094208,0.8438680171966553,0.36704251170158386
152,0.0,0.0,0.0,0.0,0.9304885864257812,0.37929949164390564,0.7860034108161926,0.43805742263793945
153,0.0,0.0,0.0,0.0,0.8497235774993896,0.3366675078868866,0.7795320749282837,0.37470588088035583
154,0.0,0.0,0.0,0.0,0.7988342642784119,0.27848732471466064,0.9258647561073303,0.38851219415664673
155,0.0,0.0,0.0,0.0,0.8777507543563843,0.3902921676635742,0.7657477259635925,0.31864938139915466
156,0.0,0.0,0.0,0.0,0.9478320479393005,0.41521719098091125,0.7562387585639954,0.3129327595233917
157,0.0,0.0,0.0,0.0,0.7444339990615845,0.31110191345214844,0.8279550075531006,0.3718315660953522
158,0.0,0.0,0.0,0.0,0.9460466504096985,0.41343939304351807,0.7352210879325867,0.34817826747894287
159,0.0,0.0,0.0,0.0,0.8645777702331543,0.37544703483581543,0.9017384052276611,0.29860225319862366
