 , ,Sn,Sp,precision,acc,f1_score,auc,fpr
 , ,Sn,Sp,precision,acc,f1_score,auc,fpr
excepted,6,0.807105142332415,0.5957977207977208,0.652898563164312,0.695091693635383,0.7185836479745111,0.7834205856222902,0.4042022792022792
 
remaining,1,0.9997454661151766,0.9986270022883295,0.9986661580518715,0.9991938084488875,0.9992053107327422,0.9999255910668509,0.0013729977116704953
remaining,3,0.9806022003474233,0.9797979797979797,0.9812428779991901,0.9802092587108874,0.9804889833848499,0.9986303246711469,0.020202020202020204
remaining,5,0.9827956989247312,0.9677777777777777,0.9658286386635787,0.974984520123839,0.9741938698214246,0.9980329407748764,0.03222222222222222
remaining,8,0.9808463251670378,0.9908888888888889,0.990802378557113,0.98587319243604,0.9857458591119428,0.9986651818856718,0.009111111111111115
remaining,10,0.9724474039760662,0.949871794871795,0.9460900887623934,0.9604750249297433,0.958928813348371,0.9916113301065531,0.05012820512820513
remaining,13,0.9853763440860215,0.9648412698412699,0.9711747616338685,0.9756308851224104,0.9775606738318007,0.9986944188428061,0.03515873015873017
remaining,14,0.9126453848057411,0.8522222222222223,0.9219430967628476,0.8910348116356701,0.9152659806606698,0.9470639280706097,0.14777777777777779
remaining,16,0.8307349665924275,0.7290740740740741,0.758774480396348,0.7798479792361883,0.7914233624643455,0.8619370205394704,0.27092592592592596
remaining,18,0.9886570231602244,0.994675925925926,0.9954330073911443,0.9914289369323269,0.991999413615735,0.9997677500241529,0.005324074074074055
remaining,20,0.998835328372695,0.9840820854132002,0.9821487326965814,0.990891443930118,0.9903181756890534,0.9999111531465674,0.015917914586799763
remaining,23,0.9984855233853007,0.9928417421302285,0.9926536082643886,0.9956178790534619,0.9955586846069645,0.9999513268429387,0.007158257869771467
 
 
 
 , ,Sn,Sp,precision,acc,f1_score,auc,fpr
excepted,8,0.4184855233853007,0.1793333333333333,0.3308533197722032,0.2987764182424916,0.362568779538647,0.21147438752783962,0.8206666666666667
 
remaining,1,0.9991091314031181,0.9985616214449166,0.9986028844035386,0.9988390841663979,0.9988550063356689,0.9999277461592395,0.001438378555083378
remaining,3,0.9863925883034163,0.9722222222222223,0.9742267386710343,0.9794689566676538,0.9800857046001314,0.9982284629736858,0.027777777777777773
remaining,5,0.9733333333333333,0.9616666666666667,0.9593235788955841,0.9672652218782251,0.9661671971901441,0.9967540535927633,0.03833333333333335
remaining,6,0.8200757575757576,0.8999796499796499,0.8859609574914523,0.8624325782092773,0.8493478897390347,0.9397588680259135,0.10002035002035005
remaining,10,0.9571993823586179,0.9687179487179488,0.9643275277598106,0.9633079503218204,0.9606940022569878,0.9896679806393182,0.03128205128205128
remaining,13,0.9828673835125449,0.9674603174603172,0.973559844330238,0.9755555555555556,0.9773309928725599,0.9991017579791773,0.032539682539682535
remaining,14,0.9211828755258601,0.7955555555555556,0.8954470122215796,0.8762517882689557,0.905917997295739,0.9323906623772992,0.2044444444444445
remaining,16,0.7642910170749815,0.741111111111111,0.7541965240151245,0.7526881720430106,0.7564621469732701,0.836941557370288,0.2588888888888889
remaining,18,0.9864437593866099,0.9935648148148148,0.994477853503958,0.9897232527397551,0.9903955328495809,0.999607409163966,0.006435185185185192
remaining,20,0.9982529925590423,0.9902384914032168,0.9888891314824114,0.9939375839928326,0.9935024900073133,0.9998975251176507,0.00976150859678313
remaining,23,0.9987527839643653,0.9931867184131089,0.9930105151202178,0.9959246275197196,0.995870591810655,0.9998949320563832,0.006813281586890918
 
 
 
 , ,Sn,Sp,precision,acc,f1_score,auc,fpr
excepted,10,0.8360355143794634,0.6827777777777778,0.706496281465749,0.7547593146586892,0.7643053482426939,0.8543494350659956,0.31722222222222224
 
remaining,1,0.9992363983455297,0.9988231448185682,0.9988582876969173,0.999032570138665,0.9990459762155087,0.999995515078002,0.0011768551814318462
remaining,3,0.9860065624396834,0.9724747474747475,0.9744902159810728,0.9793949264633303,0.9799556482678805,0.9984596836927468,0.027525252525252526
remaining,5,0.9766881720430108,0.9544444444444444,0.9520199246793162,0.9651186790505676,0.9640983910709885,0.996321590715139,0.04555555555555555
remaining,6,0.902089072543618,0.7567663817663818,0.7732014560572655,0.8250539374325783,0.8310364019847272,0.9293782028157028,0.24323361823361822
remaining,8,0.9663697104677059,0.9897777777777778,0.9895345779476694,0.9780867630700778,0.9776110532664882,0.99834570650829,0.010222222222222221
remaining,13,0.9859498207885306,0.9606349206349206,0.9681393219669371,0.9739359698681732,0.9761591799969415,0.9987014507595152,0.03936507936507936
remaining,14,0.9420935412026726,0.8135555555555555,0.9073283118913885,0.8961214433317437,0.9226011680496882,0.9490386867936981,0.1864444444444444
remaining,16,0.7796956198960654,0.7716666666666666,0.7816283215964536,0.7756766777901372,0.77795575351466,0.8615012785614122,0.22833333333333336
remaining,18,0.9900403130187336,0.9918055555555555,0.9930251872180768,0.9908532685173341,0.9914879709107192,0.9997147129344189,0.008194444444444449
remaining,20,0.9996117761242317,0.986799778147532,0.9850499407350691,0.9927131551440944,0.9922215095833998,0.999934309132502,0.013200221852468098
remaining,23,0.9991982182628062,0.9915480810694264,0.9913529352305979,0.9953111305872042,0.9952570287776282,0.999837500036015,0.00845191893057351
 
 
 
 , ,Sn,Sp,precision,acc,f1_score,auc,fpr
excepted,13,0.49075268817204304,0.2542857142857143,0.3977900686987191,0.3785310734463277,0.43207158846218885,0.42696525004266944,0.7457142857142857
 
remaining,1,0.9998727330575884,0.9981039555410265,0.9981653508840191,0.9990003224766204,0.9990163570854538,0.9999283868623821,0.0018960444589735273
remaining,3,0.9841246863539856,0.9695959595959597,0.9716793987732207,0.9770259599249829,0.9776341765290709,0.9977877208682074,0.030404040404040395
remaining,5,0.9723010752688171,0.9657936507936509,0.9635024270530843,0.9689164086687306,0.9677642887256752,0.9970652329749103,0.03420634920634922
remaining,6,0.8417125803489439,0.8776455026455027,0.8661845004775652,0.8607605177993527,0.8514582121769221,0.9399814989303626,0.12235449735449737
remaining,8,0.9545657015590201,0.9933333333333334,0.9930643464580428,0.9739710789766406,0.9731450586333098,0.9982840880970058,0.006666666666666643
remaining,10,0.9611561474618799,0.9576068376068375,0.9525246015182925,0.9592738645635029,0.9567710502086996,0.9881636799152722,0.0423931623931624
remaining,14,0.8956941351150706,0.8451111111111111,0.917424547639166,0.8776029248132254,0.9032874334010508,0.9433557700239216,0.15488888888888888
remaining,16,0.7576095025983668,0.7722222222222223,0.7751620847709418,0.7649239896180943,0.7641292959642673,0.8544514559102533,0.22777777777777783
remaining,18,0.9901588807208918,0.9888888888888889,0.9906122354860906,0.9895740053729051,0.9903345763658971,0.9996457570328213,0.011111111111111108
remaining,20,0.9984471044969266,0.9854132002218524,0.9836381296957404,0.9914289980588323,0.9908831592819289,0.9999277687552273,0.01458679977814752
remaining,23,0.9986636971046771,0.9906856403622252,0.9904741801754554,0.9946099912357582,0.9945478976592523,0.9997662382314779,0.009314359637774916
 
 
 
 , ,Sn,Sp,precision,acc,f1_score,auc,fpr
excepted,14,0.8802276664192031,0.22222222222222224,0.6702798249125274,0.6448895247178509,0.760358357767991,0.5973098243009156,0.7777777777777778
 
remaining,1,0.9989818644607062,0.9992808107224583,0.9993004828072156,0.9991293131247984,0.9991406993900741,0.9999307458148616,0.0007191892775416811
remaining,3,0.9842694460528856,0.9708585858585859,0.9728716800199066,0.9777169084986674,0.9783154309883151,0.9980175378568547,0.029141414141414152
remaining,5,0.9502795698924731,0.9835714285714285,0.9816474815943078,0.9675954592363262,0.9654463387864102,0.9969771292029357,0.016428571428571438
remaining,6,0.8491161616161615,0.8638583638583639,0.8560274528631916,0.8569309600862999,0.8500136434890688,0.9378260102691921,0.13614163614163616
remaining,8,0.9405345211581292,0.994,0.9935866280727896,0.9672969966629589,0.9657415642262457,0.9978195991091313,0.006000000000000005
remaining,10,0.9466319243389306,0.974102564102564,0.9693824650115034,0.961200253830115,0.9577151662842368,0.9887643584299634,0.02589743589743591
remaining,13,0.9782078853046595,0.9708730158730159,0.9757092934303736,0.9747269303201506,0.97621985221832,0.9987867554190135,0.02912698412698413
remaining,16,0.8260950259836672,0.7201851851851853,0.7548651261165018,0.7730812013348166,0.7863232265130632,0.8520372432566196,0.27981481481481474
remaining,18,0.9852580823650304,0.9929166666666666,0.9939162542082586,0.9887851264338408,0.98951555398682,0.9995281005454114,0.00708333333333333
remaining,20,0.9965059851180849,0.9886855241264559,0.987131213583571,0.9922950574884277,0.9917335371308699,0.9998673263386285,0.011314475873544083
remaining,23,0.9983073496659243,0.9921517895644675,0.9919519212333558,0.9951796669588081,0.9951166621834909,0.9998694622038722,0.007848210435532566
 
 
 
 , ,Sn,Sp,precision,acc,f1_score,auc,fpr
excepted,16,0.6388270230141054,0.3944444444444444,0.5130765294452917,0.5164998146088247,0.5682756715932985,0.5309176771426215,0.6055555555555556
 
remaining,1,0.9992363983455298,0.9992154298790454,0.9992374138877841,0.9992260561109321,0.9992363833532208,0.9999315030094846,0.0007845701209545641
remaining,3,0.9876471723605483,0.9624747474747476,0.9658106102283136,0.9753479419603197,0.9763231796300303,0.998221532054769,0.03752525252525252
remaining,5,0.9687741935483871,0.965952380952381,0.9635938636996164,0.9673065015479876,0.9659875464635664,0.9965917733401606,0.034047619047619083
remaining,6,0.8150252525252526,0.8978937728937729,0.8842182146046876,0.8589536138079826,0.8454604811394858,0.9367854893423075,0.1021062271062271
remaining,8,0.9487750556792871,0.9926666666666666,0.9923970061229662,0.9707452725250277,0.9696045164633054,0.9980235090324175,0.007333333333333347
remaining,10,0.9509264620729588,0.9717948717948719,0.9669578688446716,0.9619934729398966,0.9587012802956618,0.9889359852815267,0.028205128205128216
remaining,13,0.9787096774193548,0.9715873015873017,0.9764341874453403,0.9753295668549907,0.9767528838223574,0.9989235705751836,0.028412698412698428
remaining,14,0.8678544914625094,0.878888888888889,0.9260893037845136,0.871800985534891,0.8933456697440335,0.9325709807803348,0.1211111111111111
remaining,18,0.9885779780254524,0.990462962962963,0.9918660786054602,0.9894460790584624,0.9901703669024994,0.999531888124786,0.00953703703703701
remaining,20,0.9972824328696215,0.9882418191902385,0.9866741049225112,0.9924145139614753,0.9918788333633684,0.9999037694284644,0.011758180809761497
remaining,23,0.9988418708240534,0.9915480810694264,0.9913409553224,0.9951358457493427,0.9950759159611058,0.9998636997938017,0.008451918930573555
 
 
 
 , ,Sn,Sp,precision,acc,f1_score,auc,fpr
excepted,18,0.05537111690775432,0.9565740740740741,0.4981178422863148,0.4704063792588802,0.09727076889644122,0.6283572829113202,0.043425925925925944
 
remaining,1,0.9994272987591473,0.9986923831317424,0.9987313351924382,0.9990648178007093,0.999078310733659,0.9999951947264307,0.001307616868257628
remaining,3,0.9829183555298205,0.9774747474747474,0.9788406430119313,0.9802586121804362,0.9806114970473034,0.99840641504799,0.022525252525252542
remaining,5,0.9793548387096773,0.9606349206349206,0.9585082837267034,0.9696181630546956,0.9687213594884992,0.9972779313876087,0.03936507936507938
remaining,6,0.8585858585858587,0.8512413512413514,0.8475892911530185,0.8546925566343043,0.8498550720246694,0.9409246845326391,0.14875864875864875
remaining,8,0.9661469933184856,0.9908888888888889,0.9906550780772816,0.97853170189099,0.9781312288192631,0.9979346696362287,0.009111111111111136
remaining,10,0.9453773402817989,0.9500854700854701,0.9441396434561039,0.9478741727857855,0.9445608042509122,0.9833258355232877,0.049914529914529916
remaining,13,0.9843010752688173,0.9642857142857143,0.9709756740717408,0.9748022598870056,0.9768318971272327,0.9988539682539682,0.0357142857142857
remaining,14,0.8672358327146745,0.8731111111111112,0.9281722709566127,0.8693371483071054,0.8944082648518762,0.9375464818939205,0.12688888888888888
remaining,16,0.8489235337787676,0.7250000000000001,0.7635853978482411,0.7868928439006303,0.8010107348164514,0.8717862740245814,0.27499999999999997
remaining,20,0.9989000323519898,0.9890737659456462,0.9876636050766715,0.9936090786919516,0.993181572607989,0.9999803160661991,0.010926234054353844
remaining,23,0.9983964365256124,0.9939629150495903,0.9938039654692494,0.9961437335670466,0.9960906088631349,0.9998964686990686,0.006037084950409666
 
 
 
 , ,Sn,Sp,precision,acc,f1_score,auc,fpr
excepted,20,0.9924943384018118,0.05330005546311702,0.47371507634060867,0.4867851276691056,0.6412064247578486,0.46984585524000855,0.9466999445368831
 
remaining,1,0.9996818326439707,0.9989539065053938,0.9989834769107457,0.9993227990970653,0.9993322661658554,0.9999933599856133,0.0010460934946060802
remaining,3,0.9860065624396835,0.9722222222222223,0.9743204729801519,0.979271542789458,0.9798580318154414,0.9985426426979699,0.027777777777777773
remaining,5,0.9763440860215054,0.9654761904761905,0.963324806002259,0.9706914344685244,0.9696352388944918,0.997436900494965,0.034523809523809554
remaining,6,0.8328168044077134,0.8702177452177453,0.8596455348117273,0.8526429341963322,0.843465837110676,0.9285526657685748,0.12978225478225477
remaining,8,0.9639198218262808,0.9891111111111112,0.9888321784402219,0.9765294771968854,0.975922518119367,0.9971858450878497,0.010888888888888882
remaining,10,0.9599980698706814,0.9445726495726495,0.939583441305206,0.9518176049315565,0.9495755576408116,0.9848837839442935,0.05542735042735044
remaining,13,0.9836559139784945,0.9784920634920634,0.9816137772131754,0.9812052730696799,0.9822536868514814,0.9994187062638674,0.021507936507936514
remaining,14,0.8756495916852264,0.8717777777777777,0.925300497766874,0.8742648227626768,0.8971493849536145,0.9390659077786028,0.12822222222222224
remaining,16,0.7527839643652561,0.7777777777777777,0.7814888791957205,0.7652947719688542,0.7632164028837534,0.8599008083807638,0.22222222222222224
remaining,18,0.9887755908623824,0.9925925925925926,0.9936603228419457,0.9905334527312268,0.9911684466565028,0.9996856309119173,0.007407407407407418
remaining,23,0.9989309576837417,0.9904269081500647,0.990219096308827,0.994609991235758,0.9945496423073527,0.999890053215857,0.00957309184993529
 
 
 
 , ,Sn,Sp,precision,acc,f1_score,auc,fpr
excepted,23,0.7915367483296214,0.479948253557568,0.5892384718649911,0.633216476774759,0.6684179003684051,0.6917245452738152,0.5200517464424321
 
remaining,1,0.9996818326439707,0.9990846681922196,0.9991103190778172,0.9993872944211545,0.9993958005448759,0.9999310370435628,0.0009153318077803301
remaining,3,0.9826770893649875,0.9687878787878789,0.9710956436450742,0.9758908301253576,0.9765988726224474,0.9977032923327075,0.03121212121212121
remaining,5,0.9452043010752689,0.981031746031746,0.9788368011047538,0.9638390092879258,0.9613347228932672,0.9964544802867383,0.018968253968253947
remaining,6,0.8063590449954086,0.8997761497761496,0.8849165797073719,0.8558791801510247,0.8409928408519014,0.9361641882948702,0.10022385022385022
remaining,8,0.9416481069042316,0.9957777777777779,0.9955326331543191,0.9687430478309234,0.9674070215764461,0.9984031180400891,0.004222222222222216
remaining,10,0.9489480795213279,0.9756837606837608,0.9713597163897694,0.9631266430967275,0.9598881126670785,0.9903796601487684,0.024316239316239312
remaining,13,0.9830107526881721,0.9623015873015873,0.9694693542142482,0.9731826741996233,0.9752917672815923,0.9987451442225636,0.03769841269841271
remaining,14,0.858327146745855,0.8835555555555556,0.9300398943490155,0.8673501828008265,0.8893757593166383,0.9396223707003216,0.11644444444444445
remaining,16,0.8073496659242761,0.690925925925926,0.7303120350503222,0.7490730441230998,0.7649136804709012,0.8305838076383734,0.3090740740740741
remaining,18,0.9852976049324164,0.9925,0.9935542366762706,0.9886145580145835,0.9893555438770809,0.9994902027946847,0.007500000000000025
remaining,20,0.9975412487868004,0.986522462562396,0.9847569111813295,0.9916081827684037,0.991030193162566,0.9999265755176723,0.013477537437603982
 
 
 
