,0,1,2
0,5.242451190948486,-6.320806980133057,1.0
1,10.390790939331055,-14.662971496582031,1.0
2,3.4727511405944824,-4.070739269256592,1.0
3,4.770862579345703,-5.670090198516846,1.0
4,6.885453701019287,-9.477734565734863,1.0
5,5.833409786224365,-6.988950252532959,1.0
6,3.6428024768829346,-3.6477301120758057,1.0
7,5.541651248931885,-7.223138332366943,1.0
8,7.2117509841918945,-9.424869537353516,1.0
9,7.480429172515869,-10.581497192382812,1.0
10,6.903335094451904,-8.93535327911377,1.0
11,7.306155204772949,-9.7646484375,1.0
12,4.103591442108154,-4.648009300231934,1.0
13,5.131843090057373,-6.108820915222168,1.0
14,4.1298956871032715,-4.499075889587402,1.0
15,4.643579483032227,-5.432913780212402,1.0
16,2.6583633422851562,-2.145824909210205,1.0
17,7.432077884674072,-9.592633247375488,1.0
18,7.461996555328369,-9.818686485290527,1.0
19,4.458861827850342,-4.867173194885254,1.0
20,6.131371974945068,-7.643986225128174,1.0
21,9.122106552124023,-12.641631126403809,1.0
22,9.338610649108887,-13.842906951904297,1.0
23,3.953594446182251,-4.3343305587768555,1.0
24,9.16083812713623,-12.514830589294434,1.0
25,6.733800411224365,-8.529142379760742,1.0
26,7.9055938720703125,-10.291069984436035,1.0
27,5.862662315368652,-7.953267574310303,1.0
28,8.5210599899292,-11.922906875610352,1.0
29,3.1860363483428955,-3.268815040588379,1.0
30,5.357475280761719,-6.464395523071289,1.0
31,3.935351848602295,-4.95133113861084,1.0
32,8.836411476135254,-12.316034317016602,1.0
33,4.345055103302002,-4.951814651489258,1.0
34,4.842012882232666,-6.180976390838623,1.0
35,7.354972839355469,-10.200017929077148,1.0
36,3.3514864444732666,-3.642731189727783,1.0
37,8.936810493469238,-12.690860748291016,1.0
38,6.170821666717529,-8.150954246520996,1.0
39,3.2914066314697266,-3.020557165145874,1.0
40,6.756781578063965,-8.572689056396484,1.0
41,6.231276035308838,-7.689701080322266,1.0
42,7.682486534118652,-10.404513359069824,1.0
43,8.942989349365234,-12.487062454223633,1.0
44,9.642008781433105,-13.937491416931152,1.0
45,8.259871482849121,-11.86457347869873,1.0
46,6.124661445617676,-8.19979190826416,1.0
47,4.515758991241455,-5.104641437530518,1.0
48,6.347046852111816,-8.133684158325195,1.0
49,8.402251243591309,-11.482982635498047,1.0
50,4.2754950523376465,-5.051448822021484,1.0
51,4.41408634185791,-5.30692195892334,1.0
52,4.729808807373047,-5.673893928527832,1.0
53,4.067946434020996,-4.376450538635254,1.0
54,10.388370513916016,-14.557785987854004,1.0
55,5.694250106811523,-7.794737815856934,1.0
56,11.24715518951416,-15.921074867248535,1.0
57,7.368598461151123,-9.631124496459961,1.0
58,4.921436309814453,-6.016791343688965,1.0
59,2.384565830230713,-1.7740522623062134,1.0
60,5.426052570343018,-7.202902317047119,1.0
61,8.464523315429688,-11.534845352172852,1.0
62,5.605769634246826,-7.148536682128906,1.0
63,4.672607421875,-5.747992515563965,1.0
64,7.91021728515625,-11.142280578613281,1.0
65,7.491072177886963,-10.156057357788086,1.0
66,9.085542678833008,-12.40916633605957,1.0
67,9.370349884033203,-13.101066589355469,1.0
68,10.472872734069824,-17.0096378326416,1.0
69,7.952571392059326,-10.40270709991455,1.0
70,6.55856466293335,-8.041248321533203,1.0
71,7.080052852630615,-9.279594421386719,1.0
72,3.986863374710083,-4.052887916564941,1.0
73,6.1886515617370605,-8.065099716186523,1.0
74,8.643279075622559,-11.655945777893066,1.0
75,3.0222809314727783,-2.6941192150115967,1.0
76,9.849371910095215,-13.49236011505127,1.0
77,9.854277610778809,-13.571627616882324,1.0
78,6.652876853942871,-8.49247932434082,1.0
79,8.267801284790039,-10.864883422851562,1.0
80,5.78359317779541,-7.082123279571533,1.0
81,8.47490406036377,-11.489940643310547,1.0
82,7.658574104309082,-10.32621955871582,1.0
83,8.610806465148926,-11.711155891418457,1.0
84,6.717426300048828,-8.434162139892578,1.0
85,6.897738456726074,-9.039559364318848,1.0
86,3.8837764263153076,-4.464536190032959,1.0
87,2.3938002586364746,-1.4675952196121216,1.0
88,6.758134365081787,-8.953611373901367,1.0
89,2.5563278198242188,-2.0417613983154297,1.0
90,6.3876118659973145,-8.150365829467773,1.0
91,4.508051872253418,-4.983091354370117,1.0
92,4.461227893829346,-5.163827896118164,1.0
93,4.421252727508545,-5.193704605102539,1.0
94,10.697163581848145,-15.064846992492676,1.0
95,8.433612823486328,-11.378119468688965,1.0
96,7.1849799156188965,-9.288346290588379,1.0
97,10.439539909362793,-14.555174827575684,1.0
98,11.170548439025879,-15.843595504760742,1.0
99,7.660857200622559,-10.432022094726562,1.0
100,7.911865234375,-10.813617706298828,1.0
101,7.310587406158447,-9.588727951049805,1.0
102,5.926009654998779,-7.42555046081543,1.0
103,8.844099998474121,-12.192293167114258,1.0
104,7.457986831665039,-10.090556144714355,1.0
105,5.372622966766357,-6.382889270782471,1.0
106,4.918447971343994,-5.709080696105957,1.0
107,8.998831748962402,-12.4288969039917,1.0
