 ,Sn,Sp,precision,acc,f1_score,auc,fpr
test_th=-5
 ,Sn,Sp,precision,acc,f1_score,auc,fpr
1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3,0.2142443543717429,0.9951515151515151,0.9788359788359788,0.595795084394433,0.3515439429928741,0.9545607639802774,0.00484848484848488
5,0.9913978494623656,0.9261904761904762,0.9253311922922521,0.9574819401444788,0.9572259136212625,0.9961455026455027,0.07380952380952377
6,0.1337809917355372,0.6529304029304029,0.25467059980334317,0.40898058252427183,0.1754148323738571,0.23073730247025703,0.34706959706959706
8,0.9732739420935412,0.9877777777777778,0.9875706214689266,0.9805339265850945,0.9803701626472238,0.9955753526354862,0.012222222222222245
10,0.7452229299363057,0.9148717948717948,0.8857536132140399,0.8351917323905358,0.8094339622641509,0.918497988211364,0.08512820512820518
13,0.8627956989247312,0.9952380952380953,0.9950396825396826,0.9256497175141243,0.9242110112877218,0.9976814132104455,0.004761904761904745
14,0.047512991833704527,0.912,0.49230769230769234,0.3567000476871722,0.08666215301286391,0.4386498391487255,0.08799999999999997
16,0.7750556792873051,0.7277777777777777,0.7396386822529224,0.7513904338153504,0.7569331158238173,0.821946300420688,0.27222222222222225
18,0.9995257291913683,0.9936111111111111,0.9945729117508258,0.996801842138928,0.9970431697220579,0.9999690735910205,0.006388888888888888
20,0.9938531219670009,0.9958402662229617,0.9951409135082604,0.9949230998954756,0.9944966008416963,0.9998363559924659,0.004159733777038266
23,0.9933184855233853,0.9810263044415697,0.980650835532102,0.9870727432077125,0.9869440141624253,0.9993791003149158,0.018973695558430315
 
 
 
test_th=-4
 ,Sn,Sp,precision,acc,f1_score,auc,fpr
1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3,1.0,0.9972727272727273,0.9974010973144672,0.9986674563221795,0.998698857886367,0.9999992981347933,0.0027272727272726893
5,0.6460215053763441,0.9956349206349207,0.992729676140119,0.8278637770897833,0.7826993225638353,0.9933888035500938,0.00436507936507935
6,0.6611570247933884,0.8690476190476191,0.8173690932311622,0.7713592233009708,0.7310108509423188,0.8748204920079918,0.13095238095238093
8,0.9198218262806236,0.9988888888888889,0.9987908101571947,0.9593993325917687,0.9576811594202899,0.9997228408809701,0.0011111111111110628
10,0.32976259409380426,0.9497435897435897,0.853183520599251,0.6585531683437585,0.4756734182501565,0.7851273142992888,0.050256410256410255
13,0.9987096774193548,0.7285714285714285,0.8029045643153527,0.8705084745762712,0.890166762507188,0.9990882744495648,0.27142857142857146
14,0.9977728285077951,0.7426666666666667,0.874430709173715,0.9065331425846447,0.9320388349514563,0.9836015837663944,0.2573333333333333
16,0.799554565701559,0.7688888888888888,0.775377969762419,0.7842046718576196,0.787280701754386,0.8607386785449145,0.23111111111111116
18,0.9672753142044107,0.9986111111111111,0.9987757100881489,0.981706537034668,0.9827731598602577,0.9998421732142386,0.001388888888888884
20,1.0,0.9168053244592346,0.9115305219699203,0.9552038226071375,0.9537179882752237,0.9993067110371603,0.08319467554076543
23,0.8503340757238307,0.9918068132815869,0.9901452282157677,0.9222173531989483,0.9149293074526719,0.9946437437994066,0.00819318671841307
 
 
 
test_th=-5
 ,Sn,Sp,precision,acc,f1_score,auc,fpr
1,1.0,0.0,0.5067720090293454,0.5067720090293454,0.6726591760299625,0.5,1.0
3,1.0,0.0,0.511400651465798,0.511400651465798,0.6767241379310345,0.5,1.0
5,1.0,0.0,0.47987616099071206,0.47987616099071206,0.6485355648535565,0.5,1.0
6,1.0,0.0,0.46990291262135925,0.46990291262135925,0.6393659180977543,0.5,1.0
8,1.0,0.0,0.4994438264738598,0.4994438264738598,0.6661721068249258,0.5,1.0
10,1.0,0.0,0.46967636660320916,0.46967636660320916,0.6391561806069579,0.5,1.0
13,1.0,0.0,0.5254237288135594,0.5254237288135594,0.688888888888889,0.5,1.0
14,1.0,0.0,0.642346208869814,0.642346208869814,0.7822299651567944,0.5,1.0
16,1.0,0.0,0.4994438264738598,0.4994438264738598,0.6661721068249258,0.5,1.0
18,1.0,0.0,0.5394652680056288,0.5394652680056288,0.7008475984709989,0.5,1.0
20,1.0,0.0,0.46154994773779306,0.46154994773779306,0.6315897016755211,0.5,1.0
23,1.0,0.0,0.4918930762489045,0.4918930762489045,0.6594213540901748,0.5,1.0
 
 
 
test_th=-4
 ,Sn,Sp,precision,acc,f1_score,auc,fpr
1,1.0,0.0,0.5067720090293454,0.5067720090293454,0.6726591760299625,0.5040889237716155,1.0
3,1.0,0.0,0.511400651465798,0.511400651465798,0.6767241379310345,0.5134481760277938,1.0
5,1.0,0.0,0.47987616099071206,0.47987616099071206,0.6485355648535565,0.5146287762416795,1.0
6,1.0,0.0,0.46990291262135925,0.46990291262135925,0.6393659180977543,0.49187365664638394,1.0
8,1.0,0.0,0.4994438264738598,0.4994438264738598,0.6661721068249258,0.5420984904726553,1.0
10,1.0,0.0,0.46967636660320916,0.46967636660320916,0.6391561806069579,0.4990190488916604,1.0
13,1.0,0.0,0.5254237288135594,0.5254237288135594,0.688888888888889,0.5246006144393242,1.0
14,1.0,0.0,0.642346208869814,0.642346208869814,0.7822299651567944,0.5146458797327395,1.0
16,1.0,0.0,0.4994438264738598,0.4994438264738598,0.6661721068249258,0.4654145013610493,1.0
18,1.0,0.0,0.5394652680056288,0.5394652680056288,0.7008475984709989,0.5041522409295708,1.0
20,1.0,0.0,0.46154994773779306,0.46154994773779306,0.6315897016755211,0.5187213140757353,1.0
23,1.0,0.0,0.4918930762489045,0.4918930762489045,0.6594213540901748,0.4884876650810436,1.0
 
 
 
test_th=-3
 ,Sn,Sp,precision,acc,f1_score,auc,fpr
1,1.0,0.0,0.5067720090293454,0.5067720090293454,0.6726591760299625,0.42880777522386393,1.0
3,1.0,0.0,0.511400651465798,0.511400651465798,0.6767241379310345,0.40364702321419177,1.0
5,1.0,0.0,0.47987616099071206,0.47987616099071206,0.6485355648535565,0.5038733572281959,1.0
6,1.0,0.0,0.46990291262135925,0.46990291262135925,0.6393659180977543,0.5317078754578755,1.0
8,1.0,0.0,0.4994438264738598,0.4994438264738598,0.6661721068249258,0.5087255629794605,1.0
10,1.0,0.0,0.46967636660320916,0.46967636660320916,0.6391561806069579,0.5122674565349724,1.0
13,1.0,0.0,0.5254237288135594,0.5254237288135594,0.688888888888889,0.4307730670762929,1.0
14,1.0,0.0,0.642346208869814,0.642346208869814,0.7822299651567944,0.517478841870824,1.0
16,1.0,0.0,0.4994438264738598,0.4994438264738598,0.6661721068249258,0.5795471417965851,1.0
18,1.0,0.0,0.5394652680056288,0.5394652680056288,0.7008475984709989,0.5450963362580034,1.0
20,1.0,0.0,0.46154994773779306,0.46154994773779306,0.6315897016755211,0.41873500490662874,1.0
23,1.0,0.0,0.4918930762489045,0.4918930762489045,0.6594213540901748,0.5237685009378322,1.0
 
 
 
test_th=-2
 ,Sn,Sp,precision,acc,f1_score,auc,fpr
1,1.0,0.0,0.5067720090293454,0.5067720090293454,0.6726591760299625,0.5040430552511812,1.0
3,1.0,0.0,0.511400651465798,0.511400651465798,0.6767241379310345,0.4892655857942483,1.0
5,1.0,0.0,0.47987616099071206,0.47987616099071206,0.6485355648535565,0.45492831541218637,1.0
6,1.0,0.0,0.46990291262135925,0.46990291262135925,0.6393659180977543,0.45603354978354976,1.0
8,1.0,0.0,0.4994438264738598,0.4994438264738598,0.6661721068249258,0.4014093046275675,1.0
10,1.0,0.0,0.46967636660320916,0.46967636660320916,0.6391561806069579,0.5127390019746708,1.0
13,1.0,0.0,0.5254237288135594,0.5254237288135594,0.688888888888889,0.5306835637480799,1.0
14,1.0,0.0,0.642346208869814,0.642346208869814,0.7822299651567944,0.4996273199703043,1.0
16,1.0,0.0,0.4994438264738598,0.4994438264738598,0.6661721068249258,0.4982776540460282,1.0
18,1.0,0.0,0.5394652680056288,0.5394652680056288,0.7008475984709989,0.3807286314652334,1.0
20,1.0,0.0,0.46154994773779306,0.46154994773779306,0.6315897016755211,0.5213454946669459,1.0
23,1.0,0.0,0.4918930762489045,0.4918930762489045,0.6594213540901748,0.47205500028331854,1.0
 
 
 
test_th=-1
 ,Sn,Sp,precision,acc,f1_score,auc,fpr
1,0.0,1.0,0.0,0.4932279909706546,0.0,0.4716612049150668,0.0
3,0.0,1.0,0.0,0.48859934853420195,0.0,0.520299784176449,0.0
5,0.0,1.0,0.0,0.5201238390092879,0.0,0.37036456733230927,0.0
6,0.0,1.0,0.0,0.5300970873786408,0.0,0.5711504404686223,0.0
8,0.0,1.0,0.0,0.5005561735261401,0.0,0.3567421430339025,0.0
10,0.0,1.0,0.0,0.5303236333967909,0.0,0.47595559960209644,0.0
13,0.0,1.0,0.0,0.4745762711864407,0.0,0.3994260112647209,0.0
14,0.0,1.0,0.0,0.35765379113018597,0.0,0.47629992576095026,0.0
16,0.0,1.0,0.0,0.5005561735261401,0.0,0.4877406582529077,0.0
18,0.0,1.0,0.0,0.4605347319943712,0.0,0.5785216583669275,0.0
20,0.0,1.0,0.0,0.538450052262207,0.0,0.4383585142344269,0.0
23,0.0,1.0,0.0,0.5081069237510956,0.0,0.5226748915466405,0.0
 
 
 
test_th=-5
 ,Sn,Sp,precision,acc,f1_score,auc,fpr
1,1.0,0.9990846681922196,0.9991099243435692,0.999548532731377,0.9995547640249333,1.0,0.0009153318077803618
3,0.4536768963520556,0.9857575757575757,0.9708798017348204,0.7136511696772283,0.6183898973954223,0.9744563176641926,0.014242424242424279
5,0.9944086021505376,0.8841269841269841,0.8878648233486943,0.9370485036119711,0.938121322783526,0.9966087216248507,0.1158730158730159
6,0.4684917355371901,0.3415750915750916,0.38678038379530916,0.40121359223300973,0.423732772716655,0.4349724612508703,0.6584249084249084
8,0.9977728285077951,0.9588888888888889,0.9603429796355841,0.9783092324805339,0.9787001638448936,0.9972766641920316,0.0411111111111111
10,0.9047481181239143,0.9266666666666666,0.9161536206391088,0.9163720424258907,0.9104151493080845,0.9786051475064214,0.07333333333333336
13,0.9144086021505377,0.9933333333333333,0.9934579439252337,0.951864406779661,0.9522956326987683,0.9986021505376345,0.00666666666666671
14,0.22420193021529325,0.756,0.622680412371134,0.4144015259895088,0.32969432314410485,0.5300876020786933,0.244
16,0.7416481069042317,0.58,0.6379310344827587,0.660734149054505,0.6858908341915552,0.7402759218015342,0.42000000000000004
18,0.9992885937870524,0.9930555555555556,0.9941023826374145,0.9964180631955993,0.9966887417218543,0.999973058783232,0.00694444444444442
20,0.9996764801035264,0.9811425402107599,0.9784673844205193,0.9896968791996417,0.9889582333173308,0.9999691373143685,0.01885745978924014
23,0.9906458797327394,0.9241052177662785,0.9266666666666666,0.9568361086765995,0.9575888051668461,0.9950436550582915,0.07589478223372148
 
 
 
test_th=-4
 ,Sn,Sp,precision,acc,f1_score,auc,fpr
1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3,1.0,0.9939393939393939,0.9942429476108232,0.9970387918270655,0.9971131639722863,0.9998840167745785,0.0060606060606061
5,0.3053763440860215,0.996031746031746,0.9861111111111112,0.6646026831785345,0.4663382594417077,0.9712075439494794,0.003968253968253954
6,0.5702479338842975,0.8168498168498168,0.7340425531914894,0.7009708737864078,0.6418604651162791,0.7874025832122424,0.18315018315018317
8,0.7048997772828508,0.9988888888888889,0.998422712933754,0.8520578420467185,0.8263707571801567,0.9986414253897551,0.0011111111111110628
10,0.4568616097278518,0.9438461538461539,0.8781302170283807,0.7151210225727496,0.6010283755475149,0.809023651507728,0.05615384615384611
13,0.9974193548387097,0.66,0.7645895153313551,0.8372881355932204,0.8656215005599105,0.9963896569380439,0.33999999999999997
14,0.9977728285077951,0.5426666666666666,0.7966804979253111,0.8350023843586075,0.8859591298615689,0.966445434298441,0.45733333333333337
16,0.8084632516703786,0.7066666666666667,0.7333333333333333,0.7575083426028921,0.7690677966101694,0.837728285077951,0.29333333333333333
18,0.9753379179511501,0.9986111111111111,0.9987858183584264,0.986056031725726,0.9869226154769045,0.9997682660132269,0.001388888888888884
20,1.0,0.944814198557959,0.9395136778115502,0.9702852023294012,0.9688136655696599,0.9980382456859976,0.055185801442040994
23,0.7915367483296214,0.9961190168175937,0.9949608062709966,0.8954864154250657,0.8816670801290002,0.9953460855468191,0.0038809831824062613
 
 
 
test_th=-3
 ,Sn,Sp,precision,acc,f1_score,auc,fpr
1,1.0,0.9894736842105263,0.9898589065255732,0.9948081264108353,0.9949036117881676,0.9999776773200553,0.010526315789473717
3,0.9997104806022004,0.9112121212121213,0.9217832354511479,0.9564702398578621,0.9591666666666667,0.9989938762260708,0.08878787878787875
5,0.9862365591397849,0.9853174603174604,0.9841201716738197,0.9857585139318885,0.9851772287862514,0.9993072196620583,0.01468253968253963
6,0.7086776859504132,0.9862637362637363,0.978601997146933,0.8558252427184466,0.8220491312162972,0.9763054180667817,0.013736263736263687
8,0.977728285077951,0.9988888888888889,0.9988623435722411,0.9883203559510567,0.988182329769274,0.9998243009156149,0.0011111111111110628
10,0.9339895773016792,0.9523076923076923,0.9454865181711606,0.9437041066086483,0.9397028837751238,0.9839948851573055,0.0476923076923077
13,1.0,1.0,1.0,1.0,1.0,1.0,0.0
14,0.9903489235337788,0.9986666666666667,0.9992509363295881,0.9933237958989032,0.9947800149142432,0.9996703786191536,0.0013333333333332975
16,0.5501113585746102,0.9955555555555555,0.9919678714859438,0.7730812013348165,0.7077363896848138,0.9846832467211086,0.004444444444444473
18,0.9966801043395779,0.9994444444444445,0.9995243757431629,0.9979531789689139,0.9981002137259558,0.9999174637051089,0.0005555555555555314
20,1.0,1.0,1.0,1.0,1.0,1.0,0.0
23,1.0,0.9883570504527813,0.9881161971830986,0.9940841367221736,0.9940225813593093,0.9999955821522795,0.011642949547218673
 
 
 
test_th=-2
 ,Sn,Sp,precision,acc,f1_score,auc,fpr
1,0.998218262806236,1.0,1.0,0.9990970654627539,0.9991083370485957,0.9999995922798184,0.0
3,0.8737695425593515,1.0,1.0,0.9354456618300266,0.9326328800988876,0.9998197083750067,0.0
5,0.946236559139785,0.9948412698412699,0.9941256213285133,0.9715170278637771,0.9695901278096077,0.9990409626216077,0.00515873015873014
6,0.7582644628099173,0.9702380952380952,0.9575994781474233,0.8706310679611651,0.8463534159700201,0.9785214785214785,0.029761904761904767
8,0.9465478841870824,1.0,1.0,0.9733036707452726,0.9725400457665903,1.0,0.0
10,0.9947886508396062,0.9964102564102564,0.9959420289855072,0.9956486265977699,0.9953650057937428,0.9999250218995442,0.0035897435897436214
13,0.5716129032258065,1.0,1.0,0.7749152542372881,0.7274220032840722,0.9999963133640553,0.0
14,0.9049740163325909,1.0,1.0,0.938960419647115,0.9501169134840217,1.0,0.0
16,0.5256124721603563,0.9244444444444444,0.8740740740740741,0.7252502780867631,0.6564673157162725,0.8920106409304628,0.0755555555555556
18,1.0,1.0,1.0,1.0,1.0,1.0,0.0
20,1.0,0.9977814753189129,0.9974185221039045,0.9988054352695237,0.9987075928917609,1.0,0.002218524681087075
23,0.9968819599109131,0.9995687796463993,0.9995533720410897,0.9982471516213848,0.9982158786797503,0.9999951979916081,0.0004312203536006587
 
 
 
test_th=-1
 ,Sn,Sp,precision,acc,f1_score,auc,fpr
1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3,1.0,0.9863636363636363,0.9871391826236068,0.9933372816108973,0.9935279735366028,0.9980052552157357,0.013636363636363669
5,0.9991397849462366,0.9940476190476191,0.9935842600513259,0.9964912280701754,0.9963542783615699,0.9999826762246118,0.005952380952380931
6,0.9664256198347108,0.9739010989010989,0.9704356846473029,0.9703883495145631,0.9684265010351966,0.995611396179578,0.026098901098901117
8,0.9977728285077951,0.9977777777777778,0.9977728285077951,0.9977753058954394,0.9977728285077951,0.9999752536500865,0.0022222222222222365
10,0.8572669368847713,0.9992307692307693,0.9989878542510121,0.9325537122654338,0.9227173574322218,0.9979761109378944,0.0007692307692307443
13,0.9995698924731182,0.7542857142857143,0.8183098591549296,0.8831638418079096,0.8999031945788963,0.9983442908346133,0.24571428571428566
14,0.9955456570155902,1.0,1.0,0.9971387696709585,0.9977678571428571,1.0,0.0
16,0.9476614699331849,0.9422222222222222,0.9424141749723145,0.9449388209121246,0.9450305385896723,0.9887614451868351,0.05777777777777782
18,1.0,0.9991666666666666,0.9992890995260664,0.9996162210566714,0.9996444233732369,1.0,0.0008333333333333526
20,1.0,0.9963948973932335,0.9958118556701031,0.998058832312976,0.9979015334947539,1.0,0.003605102606766497
23,1.0,0.9987063389391979,0.9986654804270463,0.9993426818580193,0.9993322946806144,1.0,0.001293661060802087
 
 
 
test_th=-5
 ,Sn,Sp,precision,acc,f1_score,auc,fpr
1,0.9968819599109131,1.0,1.0,0.9984198645598195,0.9984385456167745,0.9999969420986377,0.0
3,0.23595830920671684,0.9936363636363637,0.9748803827751196,0.6061593129997038,0.37995337995337997,0.936348809461143,0.006363636363636349
5,0.753978494623656,0.9535714285714286,0.9374331550802139,0.8577915376676987,0.8357568533969011,0.9614021164021164,0.046428571428571375
6,0.4214876033057851,0.6277472527472527,0.5009208103130756,0.5308252427184466,0.4577840112201964,0.4502680085066449,0.37225274725274726
8,0.977728285077951,0.9977777777777778,0.9977272727272727,0.9877641824249166,0.9876265466816648,0.9996782974511259,0.0022222222222222365
10,0.6679212507237985,0.9192307692307692,0.879862700228833,0.8011966276856133,0.7593811718235681,0.9096520570724391,0.08076923076923082
13,0.8047311827956989,0.9990476190476191,0.99893219434063,0.8969491525423728,0.8913768461171986,0.9991176651305683,0.0009523809523809268
14,0.07423904974016332,0.5,0.21052631578947367,0.22651406771578445,0.1097694840834248,0.16859787181390745,0.5
16,0.5289532293986637,0.8622222222222222,0.7929883138564274,0.6957730812013349,0.6346025384101537,0.7824610244988863,0.13777777777777778
18,0.9883803651885227,0.9969444444444444,0.9973677913376405,0.9923244211334271,0.9928537398761316,0.9991942007219455,0.003055555555555589
20,0.958589453251375,0.9922351636161952,0.9906385824139083,0.9767059877557115,0.974350542584676,0.9979657542616076,0.007764836383804763
23,0.9804008908685968,0.9780077619663649,0.9773534635879219,0.9791849255039439,0.9788748054258394,0.9975088140864034,0.021992238033635148
 
 
 
test_th=-4
 ,Sn,Sp,precision,acc,f1_score,auc,fpr
1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
