,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,-0.8394775390625,-0.7400407195091248,1.0010666847229004,1.35983407497406,0.11588369309902191,0.197055846452713,1.2972698211669922,0.44752463698387146,-0.817247211933136,-0.31447118520736694,1.4694604873657227,-0.9380245804786682,0.08247905969619751,0.6601675152778625,-1.0691733360290527,-2.168408155441284,1.0
1,-1.0140691995620728,-0.6370455622673035,1.1740089654922485,1.3661048412322998,0.050831496715545654,0.14863239228725433,1.274188756942749,0.5757014155387878,-0.6929292678833008,-0.26154398918151855,1.4378737211227417,-0.7266775369644165,-0.13167880475521088,0.5085766911506653,-1.1912035942077637,-2.1337313652038574,1.0
2,-0.9110962748527527,-0.8301462531089783,1.3361809253692627,1.47307288646698,-0.44306719303131104,0.09135191887617111,1.187077283859253,0.26972827315330505,-0.7036359310150146,-0.21792522072792053,1.4694240093231201,-0.17973363399505615,0.1030702292919159,0.31935980916023254,-1.0492650270462036,-2.191075325012207,1.0
3,-1.0004645586013794,-0.6818209290504456,1.1183656454086304,1.3722444772720337,0.15645183622837067,0.11024007201194763,1.2987595796585083,0.5708370208740234,-0.8137877583503723,-0.39170506596565247,1.392831802368164,-0.787864089012146,-0.018811440095305443,0.6612446904182434,-1.0618622303009033,-2.133204936981201,1.0
4,-0.882563591003418,-0.7840040922164917,1.2754113674163818,1.461774468421936,-0.40730050206184387,0.21245606243610382,1.1764529943466187,0.3658183217048645,-0.5855357050895691,-0.19349266588687897,1.497380018234253,-0.41831451654434204,-0.004119902849197388,0.315874844789505,-1.1612138748168945,-2.1855599880218506,1.0
5,-1.1104940176010132,-0.8272886276245117,1.57474946975708,1.450048804283142,-0.6710091829299927,-0.03280740603804588,1.1307709217071533,0.29895564913749695,-0.5742525458335876,-0.2926023602485657,1.3435760736465454,0.41167181730270386,0.12080565840005875,0.05434344708919525,-0.9718358516693115,-2.121633529663086,1.0
6,-0.9933508634567261,-0.7069178819656372,1.5316022634506226,1.5047802925109863,-0.6023910641670227,0.14641137421131134,1.034521222114563,0.3062841296195984,-0.48107975721359253,-0.10613296926021576,1.4526166915893555,0.044401396065950394,-0.16116636991500854,0.061391059309244156,-1.2368990182876587,-2.1069376468658447,1.0
7,-0.9652681350708008,-0.7127658128738403,1.246094822883606,1.4482173919677734,-0.02637498453259468,0.13185739517211914,1.170416235923767,0.4572209417819977,-0.6795154213905334,-0.17808270454406738,1.472092628479004,-0.5656941533088684,-0.11418445408344269,0.40945515036582947,-1.2063390016555786,-2.154290199279785,1.0
8,-0.8906987309455872,-0.8665434718132019,1.393625020980835,1.512738585472107,-0.6719028949737549,0.18657061457633972,1.094551920890808,0.10869824141263962,-0.7274543642997742,-0.2601945698261261,1.4725137948989868,-0.03410125896334648,0.19730952382087708,0.35427725315093994,-1.0222105979919434,-2.1360490322113037,1.0
9,-0.8663448095321655,-0.5410029888153076,0.9723601937294006,1.3496969938278198,0.2765854001045227,0.18495714664459229,1.171360731124878,0.700724184513092,-0.7990487813949585,-0.221125066280365,1.487703561782837,-1.031381607055664,-0.23554439842700958,0.6466588377952576,-1.2411538362503052,-2.115615129470825,1.0
10,-0.9935576915740967,-0.9088900089263916,1.4884607791900635,1.5331708192825317,-0.6994491815567017,0.04495413601398468,1.146397352218628,0.11761822551488876,-0.5655016899108887,-0.23888665437698364,1.386641263961792,0.2689429223537445,0.1593274474143982,0.09964919090270996,-0.9648594856262207,-2.13747501373291,1.0
11,-0.9327511191368103,-0.8057565689086914,1.2616647481918335,1.449397325515747,-0.13259443640708923,0.207183837890625,1.1642016172409058,0.30362531542778015,-0.7127744555473328,-0.17207424342632294,1.5106966495513916,-0.5296257734298706,-0.04759809747338295,0.43791118264198303,-1.1542141437530518,-2.1364502906799316,1.0
12,-0.8080365061759949,-0.9369273781776428,1.240100383758545,1.4745601415634155,-0.3869068920612335,0.13619168102741241,1.2064729928970337,0.14111439883708954,-0.7407296299934387,-0.2977466881275177,1.4402399063110352,-0.3822760581970215,0.3850390315055847,0.4541287422180176,-0.9578731656074524,-2.2294979095458984,1.0
13,-1.0056253671646118,-0.8250669240951538,1.373412847518921,1.5058505535125732,-0.5196117162704468,0.1746940016746521,1.2578169107437134,0.13857866823673248,-0.5721645355224609,-0.30774790048599243,1.3935366868972778,-0.17636007070541382,0.16332180798053741,0.31142458319664,-1.0297980308532715,-2.158386707305908,1.0
14,-0.931030809879303,-0.8245047330856323,1.3807841539382935,1.4536476135253906,-0.5111668109893799,0.07521210610866547,1.112928867340088,0.39819633960723877,-0.5275858640670776,-0.18074767291545868,1.4749141931533813,-0.06613871455192566,0.08859115093946457,0.12652571499347687,-1.1464194059371948,-2.2045469284057617,1.0
15,-0.9996629357337952,0.42995238304138184,-0.004867716692388058,0.6163695454597473,1.9960724115371704,0.11114329099655151,0.6855453252792358,1.7781102657318115,-0.9201701879501343,-0.5156852006912231,0.749975323677063,-1.7853775024414062,-1.2452892065048218,1.33579683303833,-0.9422917366027832,-1.2063345909118652,1.0
16,-1.0517579317092896,-0.7574265599250793,1.2743812799453735,1.5175237655639648,-0.3743644058704376,-0.38987165689468384,1.325679063796997,0.46400588750839233,-0.4099481403827667,-0.505871057510376,1.3020585775375366,0.4153693914413452,0.245991513133049,-0.0839638039469719,-0.8778459429740906,-2.2353968620300293,1.0
17,-1.120720386505127,0.11638382822275162,0.33540579676628113,0.8207341432571411,1.798715353012085,0.05167930945754051,0.7486668825149536,1.6541638374328613,-0.6698523759841919,-0.3612440824508667,0.9397810101509094,-1.5591449737548828,-1.2618374824523926,1.1794403791427612,-1.2468680143356323,-1.4019473791122437,1.0
