,0,1,2
0,27.316410064697266,40.71501541137695,1.0
1,27.816152572631836,41.86024856567383,1.0
2,32.16301345825195,48.576446533203125,1.0
3,28.300270080566406,42.682464599609375,1.0
4,18.300203323364258,27.728622436523438,1.0
5,20.81025505065918,31.72431182861328,1.0
6,27.68083953857422,41.57785415649414,1.0
7,27.684818267822266,42.48775863647461,1.0
8,25.70061492919922,38.79182052612305,1.0
9,28.79463768005371,43.3698616027832,1.0
10,25.474246978759766,38.606536865234375,1.0
11,28.35715103149414,42.82913589477539,1.0
12,24.40270233154297,36.754390716552734,1.0
13,29.253934860229492,43.969058990478516,1.0
14,30.108566284179688,45.212703704833984,1.0
15,32.38587188720703,48.8154411315918,1.0
16,31.549379348754883,47.461830139160156,1.0
17,30.494281768798828,45.59367752075195,1.0
18,24.907453536987305,37.20480728149414,1.0
19,25.239849090576172,37.77910232543945,1.0
20,27.4417667388916,41.20168685913086,1.0
21,28.133230209350586,42.35166931152344,1.0
22,27.692134857177734,41.60960006713867,1.0
23,26.498685836791992,39.657779693603516,1.0
24,29.8825740814209,44.72101974487305,1.0
25,27.866117477416992,41.79020309448242,1.0
26,29.890913009643555,45.00674057006836,1.0
27,29.036245346069336,43.51698303222656,1.0
28,28.19647979736328,42.10013198852539,1.0
29,28.0408878326416,41.620330810546875,1.0
30,28.033485412597656,41.67303466796875,1.0
31,24.821149826049805,36.977272033691406,1.0
32,27.174741744995117,41.006309509277344,1.0
33,29.600170135498047,44.3508415222168,1.0
34,26.863460540771484,40.45302200317383,1.0
35,21.846033096313477,32.26045227050781,1.0
36,31.579486846923828,47.0869140625,1.0
37,30.047460556030273,44.67579650878906,1.0
38,30.034740447998047,45.023155212402344,1.0
39,30.989957809448242,46.29574203491211,1.0
40,31.09079360961914,46.7705192565918,1.0
41,27.645448684692383,41.685447692871094,1.0
42,29.00592041015625,43.032005310058594,1.0
43,28.46432876586914,42.153438568115234,1.0
44,27.228168487548828,40.828792572021484,1.0
45,27.37409782409668,41.0119514465332,1.0
46,28.605712890625,42.803226470947266,1.0
47,27.932401657104492,41.80892562866211,1.0
48,29.32229232788086,44.1634407043457,1.0
49,29.417543411254883,44.55973815917969,1.0
50,27.699756622314453,41.35222625732422,1.0
51,27.64705467224121,41.60060501098633,1.0
52,25.265756607055664,37.84175109863281,1.0
53,24.65517807006836,37.172821044921875,1.0
54,30.115276336669922,45.562339782714844,1.0
55,26.021085739135742,39.08639144897461,1.0
56,25.7249813079834,38.606056213378906,1.0
57,28.074533462524414,41.99870681762695,1.0
58,25.817272186279297,38.4326057434082,1.0
59,26.396141052246094,39.51441955566406,1.0
60,26.323104858398438,39.923274993896484,1.0
61,29.46946144104004,44.34479904174805,1.0
62,24.819334030151367,37.32713317871094,1.0
63,31.826467514038086,47.56595993041992,1.0
64,28.48373031616211,42.635215759277344,1.0
65,25.41811180114746,37.91532516479492,1.0
66,27.575592041015625,41.1673469543457,1.0
67,23.335491180419922,34.65337371826172,1.0
68,21.533628463745117,32.41568374633789,1.0
69,28.472562789916992,42.95586013793945,1.0
70,26.166637420654297,39.382625579833984,1.0
71,28.266813278198242,42.36989974975586,1.0
72,24.39190101623535,36.55184555053711,1.0
73,26.43971824645996,39.6385498046875,1.0
74,29.154766082763672,43.696346282958984,1.0
75,27.945884704589844,41.883018493652344,1.0
