 , , ,Sn,Sp,precision,acc,f1_score,auc,fpr, , , ,Sn,Sp,precision,acc,f1_score,auc,fpr
original,forget,Dog_1,0.9725950782997763,0.8588333333333333,0.8758598306864205,0.9162262229195917,0.9214409652825887,0.9736255721673548,0.1411666666666667,unlearning,forget,Dog_1,0.38058602062530694,0.7116944444444444,0.3897666863519452,0.5446499848597461,0.3780028030219891,0.6430980126467931,0.2883055555555556
 
original,remain,Dog_2,0.9358932012111204,0.918157817541801,0.9174549321438203,0.9268850993512034,0.9263553607548454,0.9797104216934545,0.08184218245819887,unlearning,remain,Dog_2,0.7344756399669695,0.9308648230619483,0.9095528484269189,0.8342250335234122,0.8089193566680183,0.9422590581863172,0.06913517693805167
original,remain,Dog_3,0.9702897364544114,0.9696111111111113,0.9702798900223127,0.9699534781292151,0.9699990501681651,0.996356399887638,0.030388888888888892,unlearning,remain,Dog_3,0.8084110874665794,0.9585092592592591,0.950894820278836,0.8827846138317686,0.8648726015899465,0.9719839978810865,0.041490740740740745
original,remain,Dog_4,0.8546556143679883,0.8835386988175591,0.8782424489192625,0.8691236698040322,0.8643953333402647,0.9463345193772296,0.11646130118244086,unlearning,remain,Dog_4,0.6998651752721463,0.9113169372626411,0.8779691214309762,0.8057851582943586,0.7715421279250514,0.9112856222490124,0.08868306273735882
original,remain,Dog_5,0.9185958541382963,0.9801037037037037,0.9781827852049501,0.9496743768246126,0.9467223518958487,0.9936063056550271,0.0198962962962963,unlearning,remain,Dog_5,0.8590709638371916,0.9621037037037038,0.9569026738017504,0.9111310726850812,0.9047626373883608,0.9812554776595327,0.037896296296296296
 
 
 
 , , ,Sn,Sp,precision,acc,f1_score,auc,fpr, , , ,Sn,Sp,precision,acc,f1_score,auc,fpr
original,forget,Dog_2,0.9358932012111204,0.918157817541801,0.9174549321438203,0.9268850993512034,0.9263553607548454,0.9797104216934545,0.08184218245819887,unlearning,forget,Dog_2,0.000495458298926507,0.9991199765327075,0.20756723742128427,0.5077137710113911,0.0009882489894666136,0.7765097814297527,0.0008800234672924663
 
original,remain,Dog_1,0.9725950782997763,0.8588333333333333,0.8758598306864205,0.9162262229195917,0.9214409652825887,0.9736255721673548,0.1411666666666667,unlearning,remain,Dog_1,0.8815136137938561,0.83925,0.8479973352920982,0.860572026316514,0.8638152346244957,0.930866224998939,0.16074999999999998
original,remain,Dog_3,0.9702897364544114,0.9696111111111113,0.9702798900223127,0.9699534781292151,0.9699990501681651,0.996356399887638,0.030388888888888892,unlearning,remain,Dog_3,0.8149224277477675,0.9768009259259259,0.9722799176718531,0.8951330965948193,0.8770799085663893,0.9841381209468322,0.023199074074074066
original,remain,Dog_4,0.8546556143679883,0.8835386988175591,0.8782424489192625,0.8691236698040322,0.8643953333402647,0.9463345193772296,0.11646130118244086,unlearning,remain,Dog_4,0.7447901061952794,0.9028093334881176,0.8771173851889561,0.8239447735032439,0.7988852499500618,0.9204961869276733,0.09719066651188246
original,remain,Dog_5,0.9185958541382963,0.9801037037037037,0.9781827852049501,0.9496743768246126,0.9467223518958487,0.9936063056550271,0.0198962962962963,unlearning,remain,Dog_5,0.8206839158722954,0.9721185185185185,0.9664119453372738,0.8972003892506925,0.8868862064012781,0.9830233990686101,0.027881481481481462
 
 
 
 , , ,Sn,Sp,precision,acc,f1_score,auc,fpr, , , ,Sn,Sp,precision,acc,f1_score,auc,fpr
original,forget,Dog_3,0.9702897364544114,0.9696111111111113,0.9702798900223127,0.9699534781292151,0.9699990501681651,0.996356399887638,0.030388888888888892,unlearning,forget,Dog_3,0.3664675069569488,0.20367592592592595,0.23622179014977843,0.2858044062726531,0.28314832225591097,0.25957833956275805,0.7963240740740741
 
original,remain,Dog_1,0.9725950782997763,0.8588333333333333,0.8758598306864205,0.9162262229195917,0.9214409652825887,0.9736255721673548,0.1411666666666667,unlearning,remain,Dog_1,0.9077863261854096,0.8190555555555554,0.8365820328266755,0.8638202989511933,0.8704220260776246,0.9372475711306331,0.18094444444444446
